Skipped: net=-29283.27, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516012:516012:Iqama (Residency)
Skipped: net=-119827.75, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516014:516014:Staff medical & life insurance
Skipped: net=-10096.43, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516019:516019:Staff training
Skipped: net=-87369.33, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516021:516021:Child education
Skipped: net=-29989.36, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516023:516023:Mobile phone compensation
Skipped: net=-24936.39, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516024:516024:Recreation allowance
Skipped: net=0.02, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516028:516028:Hosing Allowance.
Skipped: net=-61893.71, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516032:516032:Ticket allowance
Skipped: net=86997.29, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516035:516035:Gratuity account
Skipped: net=-13747.12, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516036:516036:Relocation expenses
Skipped: net=-77579.5, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516045:516045:Other remuneration
Skipped: net=-86997.32, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516050:516050:Employer contribution towards pension - GCC
Skipped: net=746991.55, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=516401:516401:Other allowances and costs
Skipped: net=0.04, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=530004:530004:Depreciation - Furnitures and fixtures
Skipped: net=-90.1, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=532011:532011:Amortisation of Right of use (Lease)
Skipped: net=656948.82, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=534001:534001:Interest income on deposits
Skipped: net=-1177175.75, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=534002:534002:Interest charges on borrowings
Skipped: net=1177175.75, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=534021:534021:Interest expense on lease liability
Skipped: net=796206.16, entity=E112000:Qatari Diar Development Company L.L.C., icp=FCCS_No Intercompany:No Intercompany, acct=FCC_Minority Interest Income_Manual Input:Minority Interest Income_Manual Input
Skipped: net=199458.69, entity=E107000:Project Blue Holdings Ltd., icp=FCCS_No Intercompany:No Intercompany, acct=430016:430016:Other income
Skipped: net=-15109.75, entity=E107000:Project Blue Holdings Ltd., icp=FCCS_No Intercompany:No Intercompany, acct=512016:512016:Sundry expenses
